"","CpG","avg_meth_rate","min_pval","pvals_cloneass","Type"
"AMPL390223","AMPL390223",0.34785740007202,0.0244207090523253,0,"Static"
"AMPL371812","AMPL371812",0.797551314368023,0.00185080036972035,0,"Static"
"AMPL390215","AMPL390215",0.999711919337414,1,1,NA
"AMPL371589","AMPL371589",0.616420597767375,9.7344446830603e-52,6.22056924549825e-18,"Dynamic"
"AMPL371389","AMPL371389",0.859848757652143,3.63827786804696e-27,1,"Dynamic"
"AMPL371271","AMPL371271",0.887144400432121,1.14093788592225e-17,1.44807133573051e-06,"Dynamic"
"AMPL371265","AMPL371265",0.677781778898091,1.02143205578579e-21,1.96159201731529e-17,"Dynamic"
"AMPL366159","AMPL366159",0.731076701476413,1.82031412273998e-43,8.8170418174979e-10,"Dynamic"
"AMPL371654","AMPL371654",0.767014764133958,9.5959605066964e-10,3.76438811780664e-212,"Dynamic"
"AMPL371420","AMPL371420",0.527979834353619,4.07275362856209e-43,1.34552615897501e-19,"Dynamic"
"AMPL355947","AMPL355947",0.677781778898091,2.09253652958524e-17,9.20048917461441e-244,"Dynamic"
"AMPL390594","AMPL390594",0.996975153042852,0.1590693149112,0.985710229949585,NA
"AMPL355546","AMPL355546",0.668347137198416,2.13454068076615e-57,7.36978861238322e-14,"Dynamic"
"AMPL355932","AMPL355932",0.837882607129996,5.66258339299055e-05,0,"Dynamic"
"AMPL365895","AMPL365895",0.692401872524307,1.12978604107277e-22,3.24656593040362e-06,"Dynamic"
"AMPL365894","AMPL365894",0.663809866762694,4.27547886575314e-38,9.43905662173977e-14,"Dynamic"
"AMPL371600","AMPL371600",0.669931580842636,9.63780379200521e-24,4.57039956480136e-20,"Dynamic"
"AMPL355545","AMPL355545",0.974432841195535,0.150699669954803,1,NA
"AMPL365945","AMPL365945",0.570615772416277,1.91505689861195e-05,6.3477100619111e-14,"Dynamic"
"AMPL365823","AMPL365823",0.489305005401512,5.76430908358588e-09,2.87387601517141e-24,"Dynamic"
"AMPL365750","AMPL365750",0.749729924378826,6.15879424550644e-38,9.36814713394167e-23,"Dynamic"
"AMPL371732","AMPL371732",0.519697515304285,0.000593364380878824,5.00713368427159e-286,"Static"
"AMPL371479","AMPL371479",0.741951746489017,2.65355368362727e-13,2.00290904667129e-68,"Dynamic"
"AMPL371488","AMPL371488",0.471876125315088,7.03456099476425e-15,5.52288606909794e-191,"Dynamic"
"AMPL365844","AMPL365844",0.373856679870364,0.106935073144996,1.2009696444977e-116,"Static"
"AMPL365790","AMPL365790",0.965214259992798,0.0501952341035278,8.72219839726801e-05,NA
"AMPL371358","AMPL371358",0.397695354699316,2.40777398758291e-18,0.00247145198153562,"Dynamic"
"AMPL371262","AMPL371262",0.724882967230825,8.43725862418571e-16,8.08271879319981e-25,"Dynamic"
"AMPL366082","AMPL366082",0.6925459128556,1.92142744364171e-44,3.14654053294171e-18,"Dynamic"
"AMPL365923","AMPL365923",0.417428880086424,2.89068037624296e-08,6.64408450761118e-248,"Dynamic"
"AMPL390593","AMPL390593",0.772848397551314,6.3087299260655e-09,2.89474673939875e-46,"Dynamic"
"AMPL366042","AMPL366042",0.552250630176449,1.81780368357458e-12,6.74740978056467e-20,"Dynamic"
"AMPL371491","AMPL371491",0.778682030968671,9.46072262798262e-05,2.63067479632427e-113,"Dynamic"
"AMPL371429","AMPL371429",0.834137558516385,4.76742536657782e-07,9.25797894405793e-229,"Dynamic"
"AMPL376551","AMPL376551",0.776665466330573,1.7410408987916e-54,1.64903408620072e-07,"Dynamic"
"AMPL376320","AMPL376320",0.724162765574361,0.199680285810557,2.31456406550331e-59,"Static"
"AMPL389990","AMPL389990",0.624126755491538,7.5814505321002e-09,1.53699675610813e-07,"Dynamic"
"AMPL366090","AMPL366090",0.352466690673389,9.73898237811107e-37,9.36681424092779e-40,"Dynamic"
"AMPL376917","AMPL376917",0.449693914296003,4.28825228141437e-55,1.29578271422728e-25,"Dynamic"
"AMPL376929","AMPL376929",0.68397551314368,0.000146498926797071,6.10740838284796e-99,"Static"
"AMPL388261","AMPL388261",0.799063737846597,4.41632801558096e-05,9.65307280953202e-116,"Dynamic"
"AMPL366052","AMPL366052",0.714368023046453,1.81653981152396e-40,1.09021934533118e-45,"Dynamic"
"AMPL366022","AMPL366022",0.762549513863882,7.44649580827043e-46,4.36585784452824e-18,"Dynamic"
"AMPL388732","AMPL388732",0.630104429240187,1.21178050496011e-19,7.89143840400587e-17,"Dynamic"
"AMPL390447","AMPL390447",0.721930140439323,0.00538010721797221,2.36482300421754e-259,"Static"
"AMPL390601","AMPL390601",0.805689593086064,0.00133742206352001,0,"Static"
"AMPL366088","AMPL366088",0.474684911775297,5.79855939216469e-21,2.30960983869284e-24,"Dynamic"
"AMPL365853","AMPL365853",0.43701836514224,7.99503039748321e-12,3.86424534472005e-05,"Dynamic"
"AMPL390570","AMPL390570",0.664314007922218,0.00197135766541024,0,"Static"
"AMPL366029","AMPL366029",0.261937342455888,0.00155686941197749,0,"Static"
"AMPL388788","AMPL388788",0.527691753691033,6.38612771213235e-31,4.77860319668433e-33,"Dynamic"
"AMPL365896","AMPL365896",0.882247029168167,5.23887199821278e-21,0.000782087749723697,"Dynamic"
"AMPL388408","AMPL388408",0.617788980914656,0.000119616552897813,0,"Static"
"AMPL388483","AMPL388483",0.603312927619734,4.56735717520076e-17,3.21330719459488e-11,"Dynamic"
"AMPL389956","AMPL389956",0.318905293482175,0.00993902221856586,0,"Static"
"AMPL389970","AMPL389970",0.757580122434282,7.3213914692504e-16,0,"Dynamic"
"AMPL388223","AMPL388223",0.967662945624775,0.0555296507154078,1,NA
"AMPL365981","AMPL365981",0.256031688872884,1.08387579196061e-09,1.55550043149692e-60,"Dynamic"
"AMPL390597","AMPL390597",0.489016924738927,2.96590106686068e-16,3.31160246804348e-22,"Dynamic"
"AMPL366053","AMPL366053",0.264314007922218,9.40955161585193e-30,6.65912930683163e-19,"Dynamic"
"AMPL390487","AMPL390487",0.667770975873245,4.76029141093904e-16,3.66211273141269e-12,"Dynamic"
"AMPL376483","AMPL376483",0.746777097587324,1.09622097978197e-06,1,"Dynamic"
"AMPL388272","AMPL388272",0.867482895210659,0.000322766178956678,8.33769445759259e-282,"Static"
"AMPL388372","AMPL388372",0.807634137558516,0.000989044633476995,0,"Static"
"AMPL388655","AMPL388655",0.420453727043572,3.25288608889321e-15,1.03931096017696e-06,"Dynamic"
"AMPL390581","AMPL390581",0.947641339575081,0.00689262913155166,5.23275305929447e-06,NA
"AMPL388628","AMPL388628",0.831760893050054,0.00131184595993605,6.28172549310756e-70,"Static"
"AMPL388687","AMPL388687",0.238170687792582,4.25692835214649e-09,1.92026168612312e-133,NA
"AMPL376587","AMPL376587",0.602160604969391,4.36516451591543e-21,7.59782251454588e-167,"Dynamic"
"AMPL388762","AMPL388762",0.6268635217861,5.16522102210792e-09,6.39569076403033e-302,"Dynamic"
"AMPL388291","AMPL388291",0.553186892329852,8.30252709702474e-24,1.57259877683445e-12,"Dynamic"
"AMPL376465","AMPL376465",0.806193734245589,0.000450937906938705,0,"Static"
"AMPL388609","AMPL388609",0.98667626935542,0.0415782251267336,1,NA
"AMPL389976","AMPL389976",0.998343536190133,0.0690705987524317,1,NA
"AMPL388660","AMPL388660",0.864890169247389,4.10752294477889e-07,3.44460153035276e-91,"Dynamic"
"AMPL388494","AMPL388494",0.847749369823551,0.000236984651577492,3.21488662592309e-72,"Static"
"AMPL388807","AMPL388807",0.097731364782139,1.95234396301521e-07,1.28532828098115e-114,NA
"AMPL388710","AMPL388710",0.388980914656104,1.86531426588801e-10,5.39629160308163e-16,"Dynamic"
"AMPL388618","AMPL388618",0.9731364782139,1.58900259443731e-05,0.232296756544315,NA
"AMPL365753","AMPL365753",0.662009362621534,2.08296920494351e-06,7.36395775823772e-123,"Dynamic"
"AMPL376897","AMPL376897",0.891321570039611,0.001814923229371,0,"Static"
"AMPL388620","AMPL388620",0.656679870363702,0.0034605066492602,0,"Static"
"AMPL376501","AMPL376501",0.990133237306446,0.000598171839173292,1,NA
"AMPL390524","AMPL390524",0.825423118473173,0.115729315952959,3.94333640721245e-58,"Static"
"AMPL376938","AMPL376938",0.880014404033129,1.41735415863811e-10,3.59324772616794e-65,"Dynamic"
"AMPL376318","AMPL376318",0.391573640619373,2.72030458180754e-10,2.06644225578794e-63,"Dynamic"
"AMPL376298","AMPL376298",0.801008282319049,0.0015269293698609,6.19214708573804e-278,"Static"
"AMPL376389","AMPL376389",0.851062297443284,3.58570899447127e-13,2.48445747857947e-06,"Dynamic"
"AMPL388818","AMPL388818",0.28995318689233,1.06554434438511e-19,1.66604195034364e-14,"Dynamic"
"AMPL371802","AMPL371802",0.717464890169247,4.30810712126662e-11,3.8495637566542e-137,"Dynamic"
"AMPL388428","AMPL388428",0.0474612891609651,6.38909030944301e-06,1.13808442952148e-100,NA
"AMPL390606","AMPL390606",0.948073460568959,7.72517192203158e-07,3.88415614044909e-13,NA
"AMPL388351","AMPL388351",0.640331292761973,5.86905299310653e-08,0.0100719525804976,"Dynamic"
"AMPL371757","AMPL371757",0.794670507742168,2.01127304088411e-05,2.34183585356772e-184,"Dynamic"
"AMPL388260","AMPL388260",0.767879006121714,0.0451239609599057,2.60811626084131e-103,"Static"
"AMPL388402","AMPL388402",0.908822470291682,0.000121308905431364,1,NA
"AMPL388730","AMPL388730",0.935109830752611,0.151152760418155,3.35675953018995e-14,NA
"AMPL388354","AMPL388354",0.804249189773137,1.12763696965868e-26,8.84405082960937e-09,"Dynamic"
"AMPL388447","AMPL388447",0.969895570759813,1.34584177359548e-05,0.118081823403742,NA
"AMPL390547","AMPL390547",0.437306445804825,7.49934321431535e-07,6.72296097065646e-45,"Dynamic"
"AMPL388634","AMPL388634",0.515808426359381,0.0106584289097462,0,"Static"
"AMPL390256","AMPL390256",0.477493698235506,2.62935540284223e-08,2.88495792831715e-161,"Dynamic"
"AMPL388671","AMPL388671",0.119841555635578,3.8705906363765e-28,1,NA
"AMPL390079","AMPL390079",0.681166726683471,0.00130384929459583,0,"Static"
"AMPL376650","AMPL376650",0.0679150162045373,1.92444865123244e-24,2.61251602573959e-08,NA
"AMPL388631","AMPL388631",0.866546633057256,0.0171179683315441,6.90412191645708e-153,"Static"
"AMPL388478","AMPL388478",0.772488296723083,0.0208266488353718,3.77290824975143e-133,"Static"
"AMPL388530","AMPL388530",0.689593086064098,0.0503114228119182,5.03549094369834e-39,"Static"
"AMPL388514","AMPL388514",0.888080662585524,1.07717286383068e-07,0,"Dynamic"
"AMPL376689","AMPL376689",0.176089305005402,2.0205000125519e-26,5.98918836011777e-13,NA
"AMPL371322","AMPL371322",0.506085703997119,1.99177129661637e-16,0,"Dynamic"
"AMPL366150","AMPL366150",0.955995678790061,0.0481712889661352,0.158525461505061,NA
"AMPL390130","AMPL390130",0.856679870363702,0.000172496350873987,0,"Static"
"AMPL376310","AMPL376310",0.760965070219662,0.0400490355462661,0,"Static"
"AMPL388450","AMPL388450",0.811667266834714,0.0029133808065401,0,"Static"
"AMPL388761","AMPL388761",0.767590925459129,0.0003946388770822,1.20179332665607e-32,"Static"
"AMPL388758","AMPL388758",0.78329132157004,9.65926984602126e-06,9.47642408991688e-20,"Dynamic"
"AMPL388232","AMPL388232",0.65970471732085,2.02398184883221e-38,5.25718192958098e-16,"Dynamic"
"AMPL366102","AMPL366102",0.362837594526467,2.05336505287915e-08,1,"Dynamic"
"AMPL388796","AMPL388796",0.70666186532229,0.00816110115194604,0,"Static"
"AMPL388861","AMPL388861",0.673676629456248,0.0138977991071407,6.46059102020457e-47,"Static"
"AMPL376698","AMPL376698",0.798631616852719,5.12262757676175e-09,1.33921607247726e-124,"Dynamic"
"AMPL388801","AMPL388801",0.384587684551674,1.90970106802666e-09,5.10460231722894e-54,"Dynamic"
"AMPL388346","AMPL388346",0.917680950666186,3.33157726232028e-13,3.69807565122966e-19,NA
"AMPL388246","AMPL388246",0.766438602808787,8.81849342797061e-58,4.03586263718915e-11,"Dynamic"
"AMPL388335","AMPL388335",0.591933741447605,3.86033786612399e-76,1.81399657793616e-19,"Dynamic"
"AMPL388203","AMPL388203",0.0603528988116673,5.06085065222487e-32,1.68774280855392e-16,NA
"AMPL388780","AMPL388780",0.926467410875045,0.000884694935261265,4.784429882123e-42,NA
"AMPL376517","AMPL376517",0.241627655743608,4.58092423618915e-20,1.93908654934964e-184,NA
"AMPL388186","AMPL388186",0.923082463089665,6.73187748381941e-21,0.568639657567098,NA
"AMPL389962","AMPL389962",0.158444364422038,0.0445447453783715,3.53277233968403e-08,NA
"AMPL390347","AMPL390347",0.995894850558156,0.00316728817354666,1,NA
"AMPL388535","AMPL388535",0.983435361901332,0.137180987605697,1,NA
"AMPL390499","AMPL390499",0.964494058336334,0.0096047999605305,2.15292502045006e-11,NA
"AMPL388355","AMPL388355",0.817572920417717,0.000100796237172865,6.33946148679422e-23,"Dynamic"
"AMPL388466","AMPL388466",0.23622614332013,8.27706102269748e-13,7.33865963690923e-06,NA
"AMPL371208","AMPL371208",0.166438602808786,2.68393392707105e-14,0.0401776366746858,NA
"AMPL376470","AMPL376470",0.549369823550594,1.66063120562043e-13,3.08477400792838e-17,"Dynamic"
"AMPL390220","AMPL390220",0.927979834353619,0.000430257731566196,7.45056821802843e-25,NA
"AMPL365733","AMPL365733",0.291609650702197,9.06038232776715e-25,1.47630932310807e-77,"Dynamic"
"AMPL390037","AMPL390037",0.663449765934462,2.25339659908888e-15,7.4210159883544e-39,"Dynamic"
"AMPL388527","AMPL388527",0.999567879006122,1,1,NA
"AMPL371607","AMPL371607",0.760172848397551,9.34524283152026e-24,1.32199661587215e-16,"Dynamic"
"AMPL366035","AMPL366035",0.673964710118833,3.70839589535608e-07,1.55422656310764e-50,"Dynamic"
"AMPL388561","AMPL388561",0.792293842275837,4.35302879372333e-16,1,"Dynamic"
"AMPL388770","AMPL388770",0.391717680950666,6.07035610533655e-57,2.83438863043226e-20,"Dynamic"
"AMPL371584","AMPL371584",0.576089305005402,4.09477636381716e-06,1.45753380338792e-32,"Dynamic"
"AMPL376449","AMPL376449",0.711271155923659,0.00638612341885463,0,"Static"
"AMPL388341","AMPL388341",0.485415916456608,2.24809431283805e-34,7.53869459401209e-17,"Dynamic"
"AMPL376728","AMPL376728",0.767590925459129,4.98330095547977e-11,1.56306006309682e-188,"Dynamic"
"AMPL388743","AMPL388743",0.527475693194094,0.000883635801190372,1.83065926700465e-08,"Static"
"AMPL389965","AMPL389965",0.647101188332733,0.000468816377876954,5.17653630456586e-205,"Static"
"AMPL390408","AMPL390408",0.820453727043572,1.14866810217025e-10,1.29542283254258e-173,"Dynamic"
"AMPL388704","AMPL388704",0.900972272236226,4.51585828263166e-21,8.29051060796286e-93,NA
"AMPL376635","AMPL376635",0.111415196254951,3.22573339741608e-12,1.08841865655629e-19,NA
"AMPL376822","AMPL376822",0.705365502340655,0.0868790438280229,0,"Static"
"AMPL388622","AMPL388622",0.989124954987396,2.59303007999146e-08,1.18693119142764e-54,NA
"AMPL388484","AMPL388484",0.869715520345697,0.0747419446581847,0,"Static"
"AMPL365968","AMPL365968",0.641915736406194,1.84699164231427e-14,2.89538268217657e-06,"Dynamic"
"AMPL388258","AMPL388258",0.642491897731365,2.63791418600439e-06,3.21971435739596e-16,"Dynamic"
"AMPL388686","AMPL388686",0.931580842635938,7.32246198310038e-06,5.08806383095567e-265,NA
"AMPL388512","AMPL388512",0.9074540871444,9.54013721586346e-05,1.49773116618139e-292,NA
"AMPL388458","AMPL388458",0.682895210658985,0.158996521237479,0,"Static"
"AMPL366136","AMPL366136",0.149297803384948,9.50864457237758e-30,1,NA
"AMPL388455","AMPL388455",0.424414836154123,2.31108597637793e-23,2.34895480934761e-12,"Dynamic"
"AMPL376502","AMPL376502",0.955131436802305,0.031663850673906,1.63344784737982e-34,NA
"AMPL388549","AMPL388549",0.767879006121714,2.13341770725339e-15,3.30517613919613e-71,"Dynamic"
